,descricao,estado,envelhecimento,alcool,marca,madeira,grupo,madeira,tipo,volume,preco
272,Cachaça Charmosa de Minas Prata 980ml,Minas Gerais,Não há,42% Vol.,Não,Jequitibá,Cachaça,Jequitibá,Não,1000 ml,"R$26,90"
273,Cachaça Pioneira 600ml,Minas Gerais,Jequitiba e Umburana,42%,Não,Não,Cachaça,Jequitibá,Não,600 ml,"R$30,90"
274,"ENCOURAGING DRINK - Separa os homens dos meninos
Uma bebida forte, que ativa o paladar e o olfato.
Que te eleva a outro nível.
Conheça essa explosão de ervas e esteja preparado para deixar sua marca.
Uma explosão de aromas e sabores ultra complexos da flora brasileira que desafia a todos a decifrar seus segredos. Bebida mista da classe dos bitters aperitivos composta por 19 ervas, cascas, raízes e sementes amargas e aromáticas, sendo estas de maioria da base brasileira, infusionadas em cachaça.",Minas Gerais,Não,35% vol,Não,Não,Não,Spiral,Não,1000 ml,"R$84,90"
275,Cachaça Formosa 700ml,GOIAS,Não,40% Vol.,Carvalho,Não,Carvalho,Não,Não,700 ml,"R$115,90"
276,Aguardente de Melado Melicana  275ml,Minas Gerais,2 anos,40%,Castanheira,Não,Castanheira,Melicana,Não,275 ml,"R$24,90"
277,Aguardente Melicana de Mel Especial 750ml,Minas Gerais,3 anos,40%,Carvalho,Não,Carvalho,Melicana,Não,700 ml,"R$199,90"
278,Licor fino preparado com a polpa natural do limão e com a Cachaça Companheira Prata desodorizada.,Paraná,Não Informado,35%,Não,Não,Não,Companheira,Não,375 ml,"R$44,90"
279,Licor fino preparado com a polpa natural do abacaxi e com a Cachaça Companheira Prata desodorizada.,Paraná,Não Informado,35%,Não,Não,Não,Companheira,Não,375 ml,"R$44,90"
280,"Dos mesmos produtores da consagrada cachaça Germana, o grande diferencial da cachaça Caetano´s é o aroma frutado adquirido pelo seu envelhecimento de 2 anos em umburana, também conhecida como cerejeira.Sugestões de acompanhamento para cachaça Caetano´s: Carne de panela.",Minas Gerais,Não,"40,5% Vol.",Germana,Umburana,Cachaça,Umburana,Não,670 ml,"R$30,90"
281,Cachaça Kenga Canela 1000ml,São Paulo,01,"28,5%",Não,Não,Cachaça,Não,Não,1000 ml,"R$25,90"
282,Cachaça Dom Tápparo Premiun Amburana 700ml,São Paulo,6 anos,38%,Dom Tápparo Engenho,Amburana,Cachaça,Amburana/Canela Sass,Não,700 ml,"R$34,90"
283,Cachaça Dom Tápparo Premiun Carvalho 700ml,São Paulo,8 anos,40%,Dom Tápparo Engenho,Carvalho,Cachaça,Carvalho,Não,700 ml,"R$79,90"
284,Cachaça Dom Tápparo Premiun Jequitibá 700ml,São Paulo,6 anos,38%,Dom Tápparo Engenho,Jequitibá,Cachaça,Jatobá,Não,700 ml,"R$34,90"
285,"Cachaça Serafina Ouro 670ml. 
Cachaça Ouro Serafina, maturada e envelhecida em barris de madeiras especiais e importadas – carvalho e umburana.
Saborear, em pequenos goles, lentamente, como um néctar aos sentidos para perceber as ricas nuances que o descanso em madeira de qualidade propicia. Perfeita para combinação com aperitivos leves, queijos e brusqueta.",Parana,Não,38%,Serafina,Carvalho e Amburana,Não,Carvalho/amburana,Não,670 ml,"R$64,90"
286,"Cachaça Serafina Prata 670ml.  Maciez ,suavidade e transparência são atributos que personalizam esta cachaça. Pura,com gelo,com limão,frutas vermelhas,maracujá ou qualquer outro acompanhamento fazem desta aguardente um motivo para belos momentos.Combina perfeitamente com frutos do mar e acompanhamento fritos em geral.",Parana,Não,38%,Serafina,Não,Não,Não,Não,670 ml,"R$53,90"
287,Kit Cachaça Murano -2 Garrafas de 500ml Ouro e Prata,Minas Gerais,Não,"39,5%",Não,Amburana e Jequitibá,Não,Não,Não,500 ml,"R$109,90"
288,Cachaça de Jambu Jambucana 500ml,Minas Gerais,Não,30%,Não,Não,Cachaça,Não,Não,500 ml,"R$46,90"
289,"Feita na cidade de Coluna/MG, a Coluninha  representa o espírito daquela região. Muito conhecida entre os aprecidadores da boa cachaça, a Coluninha é uma das mais respeitadas cachaças mineiras.   Tanto pela sua história quanto pelo seu paladar. Uma cachaça que nos remete aos primórdios dos alambiques. A cada gole uma sensação de estar voltando no passado, seja em qual tempo, esta cachaça é simplesmente suave e lhe traz a sensação de bem estar e relaxamento. Para aquelas dias que você precisa de uma dose urgente.",Minas Gerais,Não,40%,Coluninha,Não,Cachaça,Não,Não,300 ml,"
                    R$16,00                "
290,"Feita na cidade de Coluna/MG, a Coluninha ouro representa o espírito daquela região. Muito conhecida entre os aprecidadores da boa cachaça, a Coluninha é uma das mais respeitadas cachaças mineiras.   Tanto pela sua história quanto pelo seu paladar. Uma cachaça que nos remete aos primórdios dos alambiques. A cada gole uma sensação de estar voltando no passado, seja em qual tempo, esta cachaça é simplesmente suave e lhe traz a sensação de bem estar e relaxamento. Para aquelas dias que você precisa de uma dose urgente.",Minas Gerais,3 anos,40%,Coluninha,Carvalho e Amburana,Cachaça,Carvalho/amburana,Não,300 ml,"
                    R$16,00                "
291,"Cachaça Gouveia Brasil Ouro 700ml(Couro)Gouveia Brasil Premium é um blend de cachaças artesanais, produzidas no Sul de Minas Gerais, envelhecidas em tonéis de três diferentes madeiras (Amburana, Jequitibá Rosa e Carvalho). O líquido dourado denso e oleoso ressalta no olfato os aromas de frutas, madeiras e flores com toques de vanila, amêndoa e nozes. Na boca, sensações as mais variadas se completam como frescor e calor, picância e suavidade, adstringência e doçura, com um equilíbrio singular e raro! Na harmonização, cai como luva quando acompanha pratos a base de carne vermelha, molhos cremosos e encorpados. Com chocolates e tabacos finos, então… Pode ser consumida pura ou gelada!
Acompanhando esta edição super especial um belíssimo porta garrafas em couro, ideal para presentear ou ter em casa para ocasiões super especiais de celebração.",Minas Gerais,15 anos,40%,"Amburana, Jequitibá Rosa e Carvalho",Não,Não,Gouveia,Não,700 ml,"R$254,95"
292,"Cachaça Gouveia Brasil Ouro 700ml. Gouveia Brasil Premium é um blend de cachaças artesanais, produzidas no Sul de Minas Gerais, envelhecidas em tonéis de três diferentes madeiras (Amburana, Jequitibá Rosa e Carvalho). O líquido dourado denso e oleoso ressalta no olfato os aromas de frutas, madeiras e flores com toques de vanila, amêndoa e nozes. Na boca, sensações as mais variadas se completam como frescor e calor, picância e suavidade, adstringência e doçura, com um equilíbrio singular e raro! Na harmonização, cai como luva quando acompanha pratos a base de carne vermelha, molhos cremosos e encorpados. Com chocolates e tabacos finos, então… Pode ser consumida pura ou gelada!",Minas Gerais,15 anos,40%,"Amburana, Jequitibá Rosa e Carvalho",Não,Não,Gouveia,Não,700 ml,"R$224,95"
293,"Cachaça Gouveia Brasil Prata 700ml (Profissional). Deve ser consumida a seu gosto.
Pura, gelada ou na confecção dos mais variados drinks.
Especialmente idealizada para atender a classe profissional de barmans e mixologistas como base na preparação e criação de drinks.
Possui o endosso e assinatura de um dos barmans mais premiados do Brasil, Derivan Ferreira de Souza, que contabiliza mais de 40 anos de carreira e e considerado o mestre da coquetelaria.",Minas Gerais,Não,"38,5%",Não,Não,Não,Gouveia,Não,700 ml,"R$119,95"
294,"Licor Gouveia Brasil Jabuticaba 375ml. Bebida jovem, leve e elegante, a MEi representa a mistura bem calibrada de uma cachaça extremamente pura, com dupla destilação, misturada às cores e sabores da terra, com o esmero que caracteriza as bebidas do Grupo Gouveia Brasil. Disponível nas versões mel e limão e jabuticaba, a MEi nasce com um discurso contemporâneo, alinhado e pautado na criatividade, alegria e responsabilidade social. Ideal para o consumo em festas, baladas e house parties, servida sempre bem gelada, a MEi também pode integrar coquetéis elaborados e caipirinhas.
Com teor alcoólico de 18%, a bebida conquista facilmente o paladar feminino e também se adequa perfeitamente às harmonizações com sobremesas, dividindo espaço com licores e vinhos fortificados.
Beba com responsabilidade! Sonhe sem moderação!

Sirva bem gelada",Minas Gerais,Não envelhecida,18%,Não,Não,Não,Gouveia,Não,375 ml,"R$62,95"
295,Cachaça Boa Cana Ouro 900ml,Minas Gerais,1 anos,42%,Boa Cana,Amburana,Cachaça,Não,Não,900 ml,"R$27,90"
296,"Cachaça Dona Fina Premiun Ouro 700ml.  A cachaça Dona Fina Premium é composta por um blended de cachaças envelhecidas em tonéis de carvalho.
Para sua criação, realizamos uma seleção criteriosa de todas as cachaças produzidas até aqui pela família e as utilizamos como base para a criação da nossa bebida premium, buscando harmonia e equilíbrio sensorial.
O tempo de envelhecimento das cachaças que a compõe varia entre 2 e 8 anos, o que torna a presença do carvalho bastante marcante em seu aroma e sabor.
Uma das características mais observadas e mencionadas por quem a prova é a sua suavidade.",São Paulo,2 anos,40%,Dona Fina,Carvalho,Cachaça,Não,Não,700 ml,"R$88,90"
297,Kit Cachaça Morro Vermelho 700ml,Minas Gerais,Não,42%,Não,Jequitibá,Não,Não,Não,700 ml,"R$72,90"
298,Cachaça Tradicional Melicana 700ml,Minas Gerais,2 anos,40%,Castanheira,Não,Castanheira,Melicana,Não,700 ml,"R$37,90"
299,Kit Cachaça Morro Vermelho 275ml,Minas Gerais,Não,42%,Não,Jequitibá,Não,Não,Não,700 ml,"R$72,90"
300,Cachaça Guaraciaba Ouro 970ml,Minas Gerais,1 anos,40%,Amendoim,Não,Amendoim,Guaraciaba,Não,Não,"R$17,90"
301,"Feita na cidade de Coluna/MG, a Coluninha ouro representa o espírito daquela região. Muito conhecida entre os aprecidadores da boa cachaça, a Coluninha é uma das mais respeitadas cachaças mineiras.   Tanto pela sua história quanto pelo seu paladar. Uma cachaça que nos remete aos primórdios dos alambiques. A cada gole uma sensação de estar voltando no passado, seja em qual tempo, esta cachaça é simplesmente suave e lhe traz a sensação de bem estar e relaxamento. Para aquelas dias que você precisa de uma dose urgente.",Minas Gerais,Não,Não,Coluninha,Não,Cachaça,Não,Não,600 ml,"
                    R$36,00                "
302,"Licor Gouveia Brasil Mel e Limão 375ml. Bebida jovem, leve e elegante, a MEi representa a mistura bem calibrada de uma cachaça extremamente pura, com dupla destilação, misturada às cores e sabores da terra, com o esmero que caracteriza as bebidas do Grupo Gouveia Brasil. Disponível nas versões mel e limão e jabuticaba, a MEi nasce com um discurso contemporâneo, alinhado e pautado na criatividade, alegria e responsabilidade social. Ideal para o consumo em festas, baladas e house parties, servida sempre bem gelada, a MEi também pode integrar coquetéis elaborados e caipirinhas.
Com teor alcoólico de 18%, a bebida conquista facilmente o paladar feminino e também se adequa perfeitamente às harmonizações com sobremesas, dividindo espaço com licores e vinhos fortificados.
Beba com responsabilidade! Sonhe sem moderação!

Sirva bem gelada",Minas Gerais,Não envelhecida,18%,Não,Não,Não,Gouveia,Não,375 ml,"R$62,95"
303,Cachaça Cavalo de Ouro 750ml,Minas Gerais,9 anos,40%,Carvalho e Jequitibá,Não,Carvalho e Jequitibá,Não,Não,750 ml,"
                    R$212,90                "
304,Cachaça Bar em Bar - Léo Magalhães 750ml,Minas Gerais,9 anos,40%,Carvalho e Jequitibá,Não,Carvalho e Jequitibá,Não,Não,750 ml,"R$212,90"
305,"Licor Fino de Cachaça Gouveia Brasil 700ml. Produzido com receita centenária da família Gouveia Vieira aprimorada pelo máster blender Armando Del Bianco, esse licor reúne elementos regionais criando um conjunto de aromas e sabores cheios de memória e tradição. A bebida harmoniza em sua fórmula tangerina, marolo, gengibre, capim cidreira, amêndoas e especiarias. Após a infusão com a mais nobre cachaça descansada e o envelhecimento em amburana, o licor repousa junto com puríssimo açúcar de cana por tempo suficiente a criar uma textura exclusiva. Acompanha bem as sobremesas mais sofisticadas ou um bom café. Pode ser servido gelado ou natural.",Minas Gerais,Não envelhecida,28%,Amburana,Não,Não,Gouveia,Não,700 ml,"R$245,90"
306,"Cachaça Yapira Ouro 700ml. Cachaça Yapira Ouro é produzida pelo Engenho da Mantiqueira, na cidade de Itapira/SP divisa com o Sul de Minas, é envelhecida por 3 anos em barris de carvalho, o que resulta em uma deliciosa cachaça, de coloração âmbar claro, com aroma e sabor requintados, para paladares exigentes.
O nome YAPIRA foi cuidadosamente escolhido privilegiando as raízes brasileiras, através da língua Tupi Guarani, sendo o seu significado ""Água doce como mel"".",São Paulo,3 anos,41%,Carvalho,Não,Carvalho,Não,Não,700 ml,"R$48,90"
307,"Cachaça Yapira Prata 700ml. A Cachaça Yapira Prata é descansada por 6 meses no inox, o que resulta em uma deliciosa cachaça cristalina, com aroma característico e sabor harmonioso, sem influência de madeiras, sendo excelente para elaboração de drinks e aperitivos.
O nome YAPIRA foi cuidadosamente escolhido privilegiando as raízes brasileiras, através da língua Tupi Guarani, sendo o seu significado ""Água doce como mel"".",São Paulo,Descansada 6 Meses,41%,Não,Não,Não,Não,Não,700 ml,"R$43,90"
308,"Cachaça Yapira Ouro 700ml. Cachaça Yapira Ouro é produzida pelo Engenho da Mantiqueira, na cidade de Itapira/SP divisa com o Sul de Minas, é envelhecida por 3 anos em barris de carvalho, o que resulta em uma deliciosa cachaça, de coloração âmbar claro, com aroma e sabor requintados, para paladares exigentes.
O nome YAPIRA foi cuidadosamente escolhido privilegiando as raízes brasileiras, através da língua Tupi Guarani, sendo o seu significado ""Água doce como mel"".",São Paulo,3 anos,41%,Carvalho,Não,Carvalho,Não,Não,700 ml,"R$72,90"
309,Cachaça Poço da Pedra 500ml. A Cachaça Poço da Pedra armazenada em barril de Jequitibá Rosa confere aroma fino e suave com notas adocicadas da cana de açúcar. Reduz a acidez da aguardente pura preservando o sabor original. Interfere pouco na cor quando é armazenada por menos de um ano.,Bahia,2 anos,42%,Jequitiba,Não,Jequitibá,Não,Não,500 ml,"R$33,90"
310,"Cachaça Poço da Pedra  500ml Bálsamo. Entre as mais consumidas pelos apreciadores de cachaça essa madeira imprime uma linda cor dourada. Dá um gosto e aroma marcantes pois é bastante encorpada. É intensa e persistente ao nariz. A acidez é baixa e equilibrada.
Harmoniza bem com carnes vermelhas e caça. É um excelente digestivo",Bahia,8 anos,42%,Bálsamo,Não,Bálsamo,Não,Não,500 ml,"R$47,90"
